title,url,episode,season
Orange is the New Yellow,https://simpsons.fandom.com/wiki/Orange_is_the_New_Yellow,22,27
Monty Burns' Fleeing Circus,https://simpsons.fandom.com/wiki/Monty_Burns%27_Fleeing_Circus,1,28
Friends and Family,https://simpsons.fandom.com/wiki/Friends_and_Family,2,28
The Town,https://simpsons.fandom.com/wiki/The_Town,3,28
Treehouse of Horror XXVII,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XXVII,4,28
Trust But Clarify,https://simpsons.fandom.com/wiki/Trust_But_Clarify,5,28
There Will Be Buds,https://simpsons.fandom.com/wiki/There_Will_Be_Buds,6,28
Havana Wild Weekend,https://simpsons.fandom.com/wiki/Havana_Wild_Weekend,7,28
Dad Behavior,https://simpsons.fandom.com/wiki/Dad_Behavior,8,28
The Last Traction Hero,https://simpsons.fandom.com/wiki/The_Last_Traction_Hero,9,28
The Nightmare After Krustmas,https://simpsons.fandom.com/wiki/The_Nightmare_After_Krustmas,10,28
Pork and Burns,https://simpsons.fandom.com/wiki/Pork_and_Burns,11,28
The Great Phatsby,https://simpsons.fandom.com/wiki/The_Great_Phatsby,12,28
Fatzcarraldo,https://simpsons.fandom.com/wiki/Fatzcarraldo,13,28
The Cad and the Hat,https://simpsons.fandom.com/wiki/The_Cad_and_the_Hat,14,28
Kamp Krustier,https://simpsons.fandom.com/wiki/Kamp_Krustier,15,28
22 For 30,https://simpsons.fandom.com/wiki/22_For_30,16,28
A Father's Watch,https://simpsons.fandom.com/wiki/A_Father%27s_Watch,17,28
The Caper Chase,https://simpsons.fandom.com/wiki/The_Caper_Chase,18,28
Looking for Mr. Goodbart,https://simpsons.fandom.com/wiki/Looking_for_Mr._Goodbart,19,28
Moho House,https://simpsons.fandom.com/wiki/Moho_House,20,28
Dogtown,https://simpsons.fandom.com/wiki/Dogtown,21,28
